account,situs,subdivision,acres,assessor_acres,total_value,jurisdiction,zone_code,zone_plain,zone_category,mf_threat,bucket,flu_source,flu_designation,flu_plain,flu_intent,dist_mi,compactness,contig_group,contig_group_acres,contig_group_parcels,lat,lon,interest,legal
R7319430200,S RACKHAM WAY,RACKHAM SUB,1.0111,1.013,529500,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.464,0.776,178,4.18,2,43.594293,-116.352203,70.3,LOT 02 BLK 01 RACKHAM SUB
R8257510045,1420 E BIRD DOG DR,SWINDELL SUB,3.1816,3.18,2424100,City of Meridian,C-C,Community Business,Commercial,Medium,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,0.786,0.338,164,4.63,2,43.59268,-116.376545,70.1,PAR #0045 POR OF LOT 4 BLK 1 SWINDELL SUB ROS 11346 #0040-S
R8257510080,1480 S LABRADOR WAY,SWINDELL SUB,1.4501,1.451,853300,City of Meridian,C-C,Community Business,Commercial,Medium,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,0.802,0.793,164,4.63,2,43.591283,-116.376886,70.0,LOT 03 BLK 02 SWINDELL SUB
R1814730172,2358 E CINEMA DR,DESTINATION PLACE SUB,1.3582,1.358,1441800,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.206,0.778,246,2.73,2,43.592068,-116.364984,69.3,PAR #0172 POR LOT 12 BLK 3 DESTINATION PLACE SUB #0170B
R8207350675,2560 S COLE RD,SUBURBAN LAND TRACTS UNIT NO 01,2.1445,2.14,,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.458,0.784,10,61.21,12,43.579753,-116.273396,69.3,PAR #0675 POR LOT 03 BLK 03 SUBURBAN LAND TRACTS UNIT NO 1 PAR B ROS 15309 #0651
R1814730150,2342 E CINEMA DR,DESTINATION PLACE SUB,1.3673,1.369,1550500,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.258,0.785,246,2.73,2,43.592734,-116.365908,69.2,LOT 10 BLK 03 DESTINATION PLACE SUB
R8207350600,2475 S BEVERLY ST,SUBURBAN LAND TRACTS UNIT NO 01,5.7625,5.79,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.609,0.713,10,61.21,12,43.580635,-116.27012,69.0,LOT 2 BLK 3 SUBURBAN LAND TRACTS UNIT NO 1
R8207350690,2543 S BEVERLY ST,SUBURBAN LAND TRACTS UNIT NO 01,7.7595,7.76,,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.585,0.557,10,61.21,12,43.579707,-116.270833,69.0,LOT 04 & POR LOT 03 BLK 03 SUBURBAN LAND TRACTS UNIT NO 1 PAR A ROS 15309 #0700-
R3138970056,6945 W TARGEE ST,GILL WOOD SUB NO 02 AMD,2.1856,2.179,978000,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.658,0.713,10,61.21,12,43.581461,-116.268932,68.9,PAR #0056 S'LY POR LOT 6 BLK 1 GILL WOOD SUB NO 02 AMD PARCEL B R/S 9921
R8207350800,2619 S BEVERLY ST,SUBURBAN LAND TRACTS UNIT NO 01,4.9853,5,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.632,0.679,10,61.21,12,43.578823,-116.270116,68.9,LOT 6 BLK 3 SUBURBAN LAND TRACTS UNIT NO 1
R8207350150,2480 S BEVERLY ST,SUBURBAN LAND TRACTS UNIT NO 01,4.9976,5,2178000,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.729,0.792,10,61.21,12,43.580308,-116.267763,68.8,LOT 1 BLK 2 SUBURBAN LAND TRACTS UNIT NO 1 #98008259
R1931270400,N VENABLE AVE,DRIFTWOOD SUB,1.945,1.939,,City of Meridian,C-C,Community Business,Commercial,Medium,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,3.649,0.747,99,9.0,4,43.634285,-116.404451,68.7,LOT 04 BLK 01 DRIFTWOOD SUB
S1108244538,E PINE AVE,3N 1E 08,4.6847,4.701,2150100,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,1.478,0.794,162,4.68,1,43.612824,-116.367242,68.7,PAR #4538 OF NW4 SEC 08 3N 1E PAR A ROS 12629 #244531-B
R1931270100,N VENABLE AVE,DRIFTWOOD SUB,4.7868,4.806,,City of Meridian,TN-R,Traditional Neighborhood Residential,Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,3.704,0.672,99,9.0,4,43.634991,-116.404984,68.6,LOT 01 BLK 01 DRIFTWOOD SUB
R1931270200,N VENABLE AVE,DRIFTWOOD SUB,1.0071,1.008,,City of Meridian,C-C,Community Business,Commercial,Medium,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,3.683,0.237,99,9.0,4,43.634611,-116.404983,68.6,LOT 02 BLK 01 DRIFTWOOD SUB
R1931270300,N VENABLE AVE,DRIFTWOOD SUB,1.2581,1.254,,City of Meridian,C-C,Community Business,Commercial,Medium,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,3.687,0.7,99,9.0,4,43.634329,-116.405653,68.6,LOT 03 BLK 01 DRIFTWOOD SUB
R8207350201,2545 S FRY ST,SUBURBAN LAND TRACTS UNIT NO 01,4.9528,4.954,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.816,0.797,10,61.21,12,43.580234,-116.266011,68.6,LOT 02 BLK 02 EXC ROW SUBURBAN LAND TRACTS UNIT NO 1 #0200-B
R8207350376,2711 S FRY ST,SUBURBAN LAND TRACTS UNIT NO 01,9.9505,9.986,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.806,0.7,10,61.21,12,43.577734,-116.266876,68.6,PAR#0376 POR LOTS 5 & 6 BLK 2 SUBURBAN LAND TRACTS UNIT NO 1 PAR A ROS 13813 EXC
R3138960100,2325 S RAYMOND ST,GILL WOOD SUB NO 01,2.3388,2.336,1119300,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.88,0.74,10,61.21,12,43.581341,-116.264463,68.5,LOT 01 BLK 01 GILL WOOD SUB #1
R8207350006,2546 S FRY ST,SUBURBAN LAND TRACTS UNIT NO 01,5.7123,5.686,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.897,0.667,10,61.21,12,43.580491,-116.264314,68.4,PAR#006 POR OF LOT 1 & 2 BLK 1 SUBURBAN LAND TRACTS UNIT NO 1 PAR A ROS 14192 EX
R0475900020,6501 S PEAK AVE,APEX SOUTHEAST SUB NO 01,7.8211,7.832,1363800,City of Meridian,C-C,Community Business,Commercial,Medium,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,3.258,0.815,114,7.82,1,43.545625,-116.373133,68.3,LOT 01 BLK 01 APEX SOUTHEAST SUB NO 01
R7334250690,W JIM PARK AVE,RANDALL ACRES SUB NO 13,1.8574,1.75,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.976,0.772,10,61.21,12,43.579442,-116.262967,68.3,LOT 6 BLK 4 RANDALL ACRES SUB NO 13
R8207350090,2674 S FRY ST,SUBURBAN LAND TRACTS UNIT NO 01,8.559,8.56,,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.931,0.376,10,61.21,12,43.577785,-116.2643,68.3,PAR#0090 POR LOTS 2 & 3 BLK 1 SUBURBAN LAND TRACTS UNIT #1 LOT 3 & POR LOT 2 BLK
R1022760152,2998 E COPPER POINT DR,BONITO SUB,2.35,2.349,1330200,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.565,0.658,298,2.35,1,43.584364,-116.356633,68.2,PAR#0152 POR LOTS 03 & 04 BLK 02 INC BONITO SUB PARCEL D R/S 7979 #0140-B #0150-
R8257510025,1260 E BIRD DOG DR,SWINDELL SUB,2.9984,3,2286900,City of Meridian,C-C,Community Business,Commercial,Medium,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,0.901,0.598,228,3.0,1,43.592563,-116.378864,68.2,PAR #0025 POR OF LOT 2 BLK 1 SWINDELL SUB ROS 11346 #0020-S
R7909850265,1848 S TOPAZ WAY,SILVERSTONE CAMPUS SUB,1.0702,1.073,747800,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.839,0.734,282,2.43,2,43.588157,-116.344949,67.8,PAR# 0265 OF LOTS 5 & 6 BLK 3 SILVERSTONE CAMPUS SUB PARCEL C R/S 7943 #0250-S #
R7909850270,1900 S TOPAZ WAY,SILVERSTONE CAMPUS SUB,1.3647,1.367,775700,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.849,0.766,282,2.43,2,43.587719,-116.344946,67.7,LOT 07 BLK 03 SILVERSTONE CAMPUS SUB
S1116336421,S EAGLE RD,3N 1E 16,1.4308,1.326,1992800,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.346,0.397,407,1.43,1,43.591438,-116.353987,67.7,PAR #6421 @ SW COR SW4SW4 SEC 16 3N 1E #336420-B
R1814730030,1561 S CELEBRATION AVE,DESTINATION PLACE SUB,1.0696,1.069,1443500,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.293,0.782,495,1.07,1,43.590615,-116.366443,67.5,LOT 03 BLK 01 DESTINATION PLACE SUB
R1814730080,1505 S MILLENNIUM WAY,DESTINATION PLACE SUB,1.0543,1.056,1196000,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.375,0.793,502,1.05,1,43.591208,-116.368299,67.3,LOT 03 BLK 03 DESTINATION PLACE SUB
R7909790060,1950 S SILVERSTONE WAY,SILVERSTONE SUB NO 03,1.2547,1.257,384900,City of Meridian,C-C,Community Business,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.541,0.716,446,1.25,1,43.587023,-116.352455,67.2,LOT 17 BLK 01 SILVERSTONE SUB NO 03
R7909850332,2255 S COBALT POINT WAY,SILVERSTONE CAMPUS SUB,1.0188,1.15,352700,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,0.782,0.632,521,1.02,1,43.584687,-116.348865,66.5,PAR #0332 NE'LY POR LOT 05 BLK 04 SILVERSTONE CAMPUS SUB #0330-B
R5680302270,S DA VINCI WAY,MESSINA MEADOWS SUB NO 01,1.0838,1.078,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,1.664,0.161,36,22.57,8,43.568187,-116.366448,66.2,LOT 11 BLK 09 MESSINA MEADOWS SUB NO 01
S1406212410,E LAKE HAZEL RD,2N 1E 06,5.9927,6,,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Med-High Density Residential,Med-High-Density Residential (planned),supports multifamily,3.474,0.816,134,5.99,1,43.545598,-116.387824,66.0,PAR #2410 POR GOV LOT 03 SEC 06 2N 1E PAR E ROS 14953 #T1406212604-S #212401-S
R3526470090,6210 S VALLEY HEIGHTS DR,HAZELWOOD VILLAGE SUB NO 09,1.2263,1.231,0,Ada County,R8,R8,Townhouse / Med-Density Residential,Medium,Vacant Land,Boise,Mixed Use,Mixed Use,supports multifamily,3.689,0.793,137,5.95,2,43.545792,-116.323806,65.6,LOT 10 BLK 19 HAZELWOOD VILLAGE SUB NO 09
S1404233800,E BINGLEY LN,2N 1E 04,4.103,4.11,,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,3.46,0.499,31,25.41,4,43.542512,-116.349746,65.5,PAR #3800 OF S2NW4 SEC 04 2N 1E #233670-B
R0525200041,1566 S SPANISH SUN WAY,ARTEMISIA SUB,1.087,1.088,,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-Com,Mixed Use – Commercial,supports multifamily,2.673,0.756,199,3.64,3,43.59071,-116.414261,65.3,LOT 02 BLK 01 EXC ROW ARTEMISIA SUB #0040-B
R1618930200,3535 S CLOVERDALE RD,CROSSWINDS SUB,2.2427,2.247,978800,Ada County,R20,County Residential R20 (MF),Multifamily Residential,High,Vacant Land,Boise,Compact,Compact / walkable neighborhood,supports attached/medium,1.953,0.783,305,2.24,1,43.570712,-116.335095,65.3,LOT 10 BLK 01 CROSSWINDS SUB
R0525200060,1558 S SPANISH SUN WAY,ARTEMISIA SUB,1.2136,1.215,741000,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-Com,Mixed Use – Commercial,supports multifamily,2.707,0.757,199,3.64,3,43.590685,-116.414942,65.2,LOT 03 BLK 01 ARTEMISIA SUB
R0525200080,1550 S SPANISH SUN WAY,ARTEMISIA SUB,1.3432,1.344,819600,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-Com,Mixed Use – Commercial,supports multifamily,2.745,0.776,199,3.64,3,43.590705,-116.415702,65.2,LOT 04 BLK 01 ARTEMISIA SUB
R8483110600,653 S BENCHMARK WAY,TM CENTER EAST SUB NO 02,2.3707,2.373,,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Ten Mile Interchange Specific,Ten Mile Interchange (specific area plan),master-plan (use TBD),3.231,0.779,21,31.53,13,43.598902,-116.424727,65.1,LOT 10 BLK 01 TM CENTER EAST SUB NO 02
R8483110700,755 S BENCHMARK WAY,TM CENTER EAST SUB NO 02,2.395,2.397,,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Ten Mile Interchange Specific,Ten Mile Interchange (specific area plan),master-plan (use TBD),3.222,0.78,21,31.53,13,43.597938,-116.424729,65.1,LOT 11 BLK 01 TM CENTER EAST SUB NO 02
R8483110400,459 S BENCHMARK WAY,TM CENTER EAST SUB NO 02,2.9359,2.939,,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Ten Mile Interchange Specific,Ten Mile Interchange (specific area plan),master-plan (use TBD),3.249,0.749,21,31.53,13,43.600552,-116.424712,65.0,LOT 08 BLK 01 TM CENTER EAST SUB NO 02
R8483110500,551 S BENCHMARK WAY,TM CENTER EAST SUB NO 02,2.363,2.365,,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Ten Mile Interchange Specific,Ten Mile Interchange (specific area plan),master-plan (use TBD),3.246,0.756,21,31.53,13,43.599772,-116.424843,65.0,LOT 09 BLK 01 TM CENTER EAST SUB NO 02
R8483110300,2655 W COBALT DR,TM CENTER EAST SUB NO 02,6.9161,6.922,,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Ten Mile Interchange Specific,Ten Mile Interchange (specific area plan),master-plan (use TBD),3.336,0.757,21,31.53,13,43.600211,-116.426563,64.9,LOT 07 BLK 01 TM CENTER EAST SUB NO 02
R7104250004,2365 E FAIRVIEW AVE,PLEASANT VALLEY SUB,1.4554,1.452,1012000,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,1.885,0.733,401,1.46,1,43.619057,-116.364874,64.7,PAR #0004 N'LY POR LOT 01 PLEASANT VALLEY SUB R/S 6678 #0005-B
R8483110100,502 S WAYFINDER AVE,TM CENTER EAST SUB NO 02,1.9213,1.923,,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Ten Mile Interchange Specific,Ten Mile Interchange (specific area plan),master-plan (use TBD),3.417,0.723,21,31.53,13,43.600034,-116.428252,64.7,LOT 05 BLK 01 TM CENTER EAST SUB NO 02
R8483110200,420 S WAYFINDER AVE,TM CENTER EAST SUB NO 02,2.4101,2.412,,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Ten Mile Interchange Specific,Ten Mile Interchange (specific area plan),master-plan (use TBD),3.425,0.646,21,31.53,13,43.600603,-116.428262,64.7,LOT 06 BLK 01 TM CENTER EAST SUB NO 02
R7812730350,2634 N EAGLE RD,SESSIONS PARKWAY SUB,1.5699,1.57,,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,2.591,0.746,244,2.77,2,43.628985,-116.352848,64.6,LOT 03 & POR LOT 04 BLK 01 SESSIONS PARKWAY SUB PARCEL D ROS 14759 #0300-C #0400
R8483100100,602 S WAYFINDER AVE,TM CENTER EAST SUB NO 01,1.7096,1.712,372900,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Ten Mile Interchange Specific,Ten Mile Interchange (specific area plan),master-plan (use TBD),3.466,0.629,21,31.53,13,43.598835,-116.429483,64.6,LOT 01 BLK 01 TM CENTER EAST SUB NO 01
R8483100300,730 S WAYFINDER AVE,TM CENTER EAST SUB NO 01,1.3582,1.361,296400,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Ten Mile Interchange Specific,Ten Mile Interchange (specific area plan),master-plan (use TBD),3.448,0.774,21,31.53,13,43.597769,-116.429307,64.6,LOT 03 BLK 01 TM CENTER EAST SUB NO 01
R7812730550,2738 N EAGLE RD,SESSIONS PARKWAY SUB,1.1975,1.2,,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,2.649,0.785,244,2.77,2,43.629837,-116.35285,64.5,LOT 05 & POR LOT 04 BLK 01 SESSIONS PARKWAY SUB PARCEL A ROS 14759 #0500-C #0400
R8483100200,716 S WAYFINDER AVE,TM CENTER EAST SUB NO 01,2.2567,2.261,492400,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,Ten Mile Interchange Specific,Ten Mile Interchange (specific area plan),master-plan (use TBD),3.494,0.767,21,31.53,13,43.598121,-116.430178,64.5,LOT 02 BLK 01 TM CENTER EAST SUB NO 01
S1107131220,639 E STATE AVE,3N 1E 07,1.1275,1.35,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Old Town,Old Town,supports multifamily,1.833,0.334,473,1.13,1,43.612691,-116.383706,64.5,PAR #1220 OF SW4NE4 SEC 7 3N 1E #131210-B
R7991140012,3570 N EAGLE RD,SMITCHGER SUB NORTH,3.6679,3.76,3275700,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,3.16,0.716,198,3.67,1,43.637197,-116.351834,64.3,PAR #0012 OF LOT 1 BLK 1 SMITCHGER SUB NORTH PARCEL A ROS 12336 #0010-B
R0945580275,2755 N EAGLE RD,BIENVILLE SQUARE SUB,2.0758,2.082,1632500,City of Meridian,C-G,General Retail & Service Commercial,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,2.655,0.526,324,2.08,1,43.630162,-116.355425,63.8,PAR #0275 OF LOTS 26-27 BLK 1 BIENVILLE SQUARE SUB PARCEL E ROS 13619 #0262-S #0
S1212336031,W FRANKLIN RD,3N 1W 12,2.0689,2.074,906400,City of Meridian,C-C,Community Business,Commercial,Medium,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,2.76,0.796,327,2.07,1,43.605226,-116.412892,63.5,PAR #6031 POR OF SW4SW4 SEC 12 3N 1W #336030-B
S1404223101,3315 E LAKE HAZEL RD,2N 1E 04,9.0915,9.1,1867300,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Med-High Density Residential,Med-High-Density Residential (planned),supports multifamily,3.217,0.504,53,17.7,2,43.545849,-116.35178,63.3,PAR #3101 POR GOV'T LOT 04 SEC 04 2N 1E #223100-B
R8048710060,1721 S SPANISH SUN WAY,SOUTHRIDGE SUB NO 01,3.5632,3.566,0,City of Meridian,TN-C,Traditional Neighborhood Center,Mixed Use,High,Vacant Land,Meridian,Civic,Civic,institutional,2.739,0.586,56,16.64,3,43.588518,-116.415415,63.2,LOT 1 BLK 2 SOUTHRIDGE SUB NO 01
S0529223155,1642 E THREE CORNERS DR,4N 1E 29,5.8566,5.862,0,City of Meridian,C-C,Community Business,Commercial,Medium,Vacant Land,Meridian,MU-C,Mixed Use – Community,supports multifamily,4.879,0.442,140,5.86,1,43.662042,-116.37247,63.1,PAR #3155 POR OF NW4NW4 SEC 29 4N 1E #223150-B
S1104233975,3280 E RIVER VALLEY ST,3N 1E 04,1.1519,1.151,1303600,City of Meridian,C-C,Community Business,Commercial,Medium,Vacant Land,Meridian,MU-RG,Mixed Use – Regional,supports multifamily,2.508,0.785,469,1.15,1,43.627872,-116.353789,63.1,PAR #3975 POR SW4NW4 SEC 04 3N 1E PAR A ROS 12580 IN TCA 03-8 #233970-R
S1404223401,6740 S EAGLE RD,2N 1E 04,8.6099,8.66,,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Med-High Density Residential,Med-High-Density Residential (planned),supports multifamily,3.31,0.602,53,17.7,2,43.544317,-116.353576,63.1,PAR #3401 POR GOV LOT 04 SEC 04 2N 1E #223400-B
R1317530180,W DOVER DR,CASTLEBROOK SUB NO 03,1.7106,1.695,0,City of Meridian,R-8,Meridian Medium Density Res (8 du/ac),Townhouse / Med-Density Residential,Medium,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,4.504,0.305,33,24.91,3,43.614179,-116.445497,62.9,LOT 26 BLK 07 CASTLEBROOK SUB NO 03
R7626350050,1001 W BROADWAY AVE,RUSHMORE SUB NO 01,1.0169,1.032,0,City of Meridian,R-15,Meridian Med-High Density Res (15 du/ac),Multifamily Residential,High,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,2.602,0.312,522,1.02,1,43.609903,-116.406589,62.8,LOT 5 BLK 1 RUSHMORE SUB NO 01
R7039000275,185 E BLUE HERON LN,J E PFOSTS SUB,1.2751,1.278,347500,City of Meridian,R-40,Meridian High Density Res (40 du/ac),Multifamily Residential,High,Vacant Land,Meridian,MU-N,Mixed Use – Neighborhood,supports attached/medium,2.814,0.7,439,1.28,1,43.626153,-116.391378,62.7,PAR #0251 POR LT 1 & 2 TCA 242 J E PFOSTS SUB #0005-C #0300-C
R8813650360,1388 S GOLDKING WAY,UNION SQUARE SUB NO 01,1.2266,1.228,0,City of Boise,R-2,Two-Family / Low-Density,Two-Family / Low-Density Residential,Medium,Vacant Land,Boise,Mixed Use,Mixed Use,supports multifamily,2.769,0.392,454,1.23,1,43.592164,-116.305545,62.7,LOT 02  BLK 04 UNION SQUARE NO 01
S1222223000,S BLACK CAT RD,3N 1W 22,39.5204,40,880000,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Medium Density Residential,Medium-Density Residential (planned),supports attached/medium,4.527,0.785,17,39.52,1,43.587997,-116.45117,62.5,NW4NW4 SEC 22 3N 1W #8925890 #99023505
S1113141903,555 S COLE RD,3N 1E 13,15.6915,15.7,0,City of Boise,MX-2,Boise Mixed-Use Community,Mixed Use,High,Vacant Land,Boise,Commercial,Commercial,non-residential (MF only if mixed),4.277,0.752,46,18.94,3,43.599194,-116.27599,62.4,PAR #1903 OF SE4NE4 SEC 13 3N 1E #141902-B
