acres,parcel_count,min_dist_mi,owner,owner_type,zoning,zoning_threat_baseline,compactness,location,lat,lon,parcels
1.33,1,3.81,,individual,Ada County:R1,Low,0.782,6892 S CLOVERDALE RD,43.540469,-116.333832,R3610220090
1.31,1,3.12,,individual,Ada County:R1,Low,0.478,W ASPEN COVE DR,43.581226,-116.421383,R0548010358
1.3,1,4.04,,individual,Ada County:R6,Low,0.171,S MAPLE GROVE RD,43.56137,-116.291993,R6052960080
1.29,1,2.42,,individual,Ada County:R4,Low,0.282,11202 W ARABIAN DR,43.563764,-116.332289,R1570370260
1.29,1,4.02,,individual,Ada County:RUT,Low,0.359,N LLAMA LN,43.637322,-116.41121,S0436336190
1.28,1,0.73,,individual,City of Meridian:L-O,Low,0.712,2515 S EAGLE RD,43.582192,-116.354986,R8441870270
1.27,1,2.7,,individual,City of Boise:R-1B,Low,0.852,10040 W QUAILSTONE ST,43.589313,-116.307102,R5710410200
1.26,1,0.86,,individual,City of Meridian:R-4,Low,0.646,S ELKHOUND AVE,43.586265,-116.37611,R8075800020
1.26,1,2.02,,individual,City of Boise:R-1B,Low,0.343,11166 W SOUTHERLAND CT,43.58763,-116.321059,R8048690510
1.26,1,2.34,,individual,Ada County:R1,Low,0.613,3100 S TERRA DR,43.575281,-116.320116,R1277000330
1.26,1,4.52,,individual,City of Boise:I-1,Low,0.635,S COLE RD,43.576483,-116.27321,R1709400011
1.25,1,3.89,,individual,Ada County:C1,Low,0.514,4585 S MAPLE GROVE RD,43.56165,-116.295455,S1126449950
1.24,1,1.45,,individual,City of Meridian:I-L,Low,0.741,1375 E COMMERCIAL DR,43.60928,-116.377304,R7326471700
1.24,1,2.49,,individual,City of Meridian:R-4,Low,0.412,E TAHITI DR,43.626832,-116.348567,R7366290332
1.23,1,2.97,,individual,City of Meridian:R-4,Low,0.771,3955 E USTICK RD,43.633354,-116.344803,S1104212415
1.23,1,4.4,,individual,City of Boise:R-1C,Low,0.327,8459 W CORY CT,43.628019,-116.288328,R8442300090
1.19,1,2.01,,individual,City of Meridian:R-4,Low,0.613,1884 E MELWOOD ST,43.563751,-116.371059,R2517150390
1.19,1,3.25,,individual,Ada County:RUT,Low,0.308,N LINDER RD,43.568217,-116.416855,S1226417350
1.19,1,4.87,,individual,City of Kuna:R-6,Low,0.167,S DIAMOND RIVER AVE,43.530811,-116.409222,R6888700340
1.18,1,4.63,,individual,City of Boise:I-1,Low,0.706,7150 W VICTORY RD,43.57623,-116.270963,R5680520030
1.18,1,4.81,,individual,City of Boise:R-1C,Low,0.546,7696 W NORTHVIEW ST,43.627523,-116.278205,R0539006750
1.17,1,1.11,,individual,City of Meridian:I-L,Low,0.739,1267 E KALISPELL ST,43.601585,-116.378534,R5652610800
1.16,1,2.44,,individual,City of Meridian:R-4,Low,0.357,W GREENHEAD DR,43.601364,-116.407939,S1213212410
1.16,1,3.02,,individual,City of Meridian:R-4,Low,0.291,E JARVIS CT,43.552455,-116.386726,R7824250640
1.16,1,3.67,,individual,City of Boise:R-1B,Low,0.24,W HARTFORD DR,43.644967,-116.358173,R5433780290
1.16,1,4.27,,individual,City of Boise:R-1C,Low,0.357,8200 W FAIRVIEW AVE,43.621272,-116.285684,R2733060263
1.16,1,4.66,,individual,City of Meridian:L-O,Low,0.651,3175 N TEN MILE RD,43.633417,-116.434281,S1203110005
1.15,1,1.55,,individual,City of Meridian:R-4,Low,0.519,2931 E TIBER DR,43.569543,-116.357871,R5680360400
1.15,1,2.6,,individual,City of Meridian:R-4,Low,0.415,3849 S KENTUCKY WAY,43.569633,-116.402706,R0953760210
1.15,1,4.12,,individual,City of Meridian:R-4,Low,0.361,4801 N RED HORSE WAY,43.648751,-116.385897,R7689810200
1.13,1,2.58,,individual,City of Meridian:I-L,Low,0.778,1116 W TAYLOR AVE,43.608495,-116.406987,R0843730140
1.13,1,4.49,,individual,Ada County:R6,Low,0.634,3223 S COLE RD,43.573789,-116.274818,S1125110131
1.12,1,2.6,,individual,Ada County:RUT,Low,0.767,1770 E MARY LN,43.555135,-116.372105,R8847000040
1.12,1,3.3,,individual,City of Meridian:R-4,Low,0.236,NW 11TH AVE,43.626425,-116.406542,S1201314801
1.12,1,4.79,,individual,City of Meridian:R-4,Low,0.173,W PINE AVE,43.612748,-116.452204,R1317520230
1.11,1,2.21,,individual,Ada County:RUT,Low,0.712,1251 E PITKIN AVE,43.5626,-116.378463,R2037740180
1.11,1,3.48,,individual,Ada County:R4,Low,0.371,4237 S SILVEROAK WAY,43.564458,-116.302624,R8048250060
1.1,1,1.09,,individual,City of Meridian:I-L,Low,0.752,2890 E LANARK ST,43.607654,-116.358476,R6510590010
1.1,1,1.51,,individual,City of Meridian:I-L,Low,0.753,2730 E STATE AVE,43.613759,-116.360527,R3073780100
1.1,1,1.66,,individual,City of Meridian:R-2,Low,0.626,939 E PINE AVE,43.611717,-116.379829,R6576001380
1.09,1,3.39,,individual,Ada County:C1,Low,0.562,12050 W LAKE HAZEL RD,43.547218,-116.333108,R5120006837
1.09,1,3.89,,individual,City of Boise:R-1C,Low,0.779,1630 N MAPLE GROVE RD,43.620228,-116.293568,R3046500271
1.08,1,3.8,,individual,City of Meridian:R-4,Low,0.215,4642 N CAMAS CREEK WAY,43.646859,-116.363198,R9846860130
1.07,1,2.55,,individual,City of Boise:I-1,Low,0.593,10830 W EXECUTIVE DR,43.610576,-116.316975,R9313404030
1.07,1,2.73,,individual,Ada County:R2,Low,0.65,3551 S FIVE MILE RD,43.570671,-116.314928,S1127141810
1.07,1,2.79,,individual,City of Meridian:R-4,Low,0.204,W ASPEN COVE DR,43.583501,-116.415354,R8048720260
1.07,1,4.54,,individual,Ada County:RUT,Low,0.791,1906 E DUNWOODY CT,43.657411,-116.367908,R1966961700
1.06,1,2.7,,individual,City of Meridian:R-4,Low,0.749,1012 W SMOKEY LAKE CT,43.571771,-116.40706,R0953780420
1.06,1,3.02,,individual,City of Boise:I-1,Low,0.693,9944 W EMERALD ST,43.610145,-116.306008,R1573680450
1.06,1,3.89,,individual,City of Boise:R-1C,Low,0.699,10250 W USTICK RD,43.63427,-116.309631,S0535336030
1.06,1,4.64,,individual,City of Kuna:R-4,Low,0.748,3720 W PISCINA DR,43.557131,-116.440263,R3239710740
1.05,1,1.78,,individual,City of Meridian:R-4,Low,0.219,S TERRI PL,43.568546,-116.345799,R4947190050
1.04,1,1.57,,individual,City of Meridian:R-4,Low,0.347,E PRESIDENTIAL DR,43.6133,-116.350248,R1618760440
1.04,1,3.14,,individual,Ada County:RSW,Low,0.785,9900 W SENECA DR,43.56976,-116.306131,S1126244295
1.04,1,3.29,,individual,City of Boise:I-1,Low,0.722,9320 W FRANKLIN RD,43.605441,-116.297833,R2918430082
1.04,1,4.21,,individual,City of Boise:I-1,Low,0.775,2958 S JUPITER AVE,43.576059,-116.279662,R8954120160
1.04,1,4.73,,individual,City of Boise:R-1C,Low,0.243,14350 W BATTENBERG DR,43.660417,-116.361244,R1083910110
1.04,1,4.96,,individual,City of Boise:R-1C,Low,0.58,W WESTVIEW DR,43.651623,-116.305737,R9323810210
1.03,1,3.67,,individual,Ada County:R1,Low,0.759,3745 S MAPLE GROVE RD,43.569085,-116.294693,R1171020156
1.03,1,3.95,,individual,Ada County:R1,Low,0.698,7080 S CLOVERDALE RD,43.53821,-116.333654,R3610200070
1.02,1,2.25,,individual,City of Meridian:R-4,Low,0.167,S MARSALA WAY,43.559575,-116.365624,R9353170290
1.02,1,2.57,,individual,Ada County:R1,Low,0.763,W EGGERS PL,43.57972,-116.409417,R2191000040
1.01,1,2.31,,individual,City of Meridian:I-L,Low,0.728,W FRANKLIN RD,43.605153,-116.403327,S1212438750
1.01,1,3.17,,individual,City of Boise:R-1A,Low,0.706,2365 S KIMBALL ST,43.58132,-116.299151,R6744110150
1.01,1,3.66,,individual,City of Boise:I-1,Low,0.771,2887 S VICTORY VIEW WAY,43.576747,-116.29076,R9023860070
1.01,1,4.24,,individual,Ada County:R6,Low,0.228,W THUNDER MOUNTAIN DR,43.564678,-116.284983,S1125346617
1.01,1,4.28,,individual,City of Meridian:R-4,Low,0.631,W WHITESTONE CT,43.630007,-116.428453,R2816780100
1.01,1,4.47,,individual,Ada County:RUT,Low,0.779,E DUNWOODY CT,43.65639,-116.367911,R1966962100
1.01,1,4.75,,individual,City of Meridian:R-4,Low,0.456,W NIEMANN DR,43.633249,-116.43678,R2391290250
1.0,1,1.11,,individual,City of Meridian:I-L,Low,0.784,1957 E LANARK ST,43.606518,-116.370015,R5302770055
1.0,1,1.82,,individual,City of Boise:R-1A,Low,0.775,11950 W VICTORY RD,43.57651,-116.33135,S1122336500
1.0,1,2.21,,individual,City of Boise:I-1,Low,0.749,11477 W PRESIDENT DR,43.610712,-116.325137,R9313390480
