account,situs,subdivision,acres,assessor_acres,total_value,jurisdiction,zone_code,zone_plain,zone_category,mf_threat,bucket,flu_source,flu_designation,flu_plain,flu_intent,dist_mi,compactness,contig_group,contig_group_acres,contig_group_parcels,lat,lon,interest,legal
S1620231125,E I-84,2N 3E 20,11.8641,12.1,15700,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,3.276,0.498,50,11.86,1,43.496849,-116.13014,22.3,SW4NW4 N & E OF INT 84N SEC 20 2N 3E
R1525600130,2625 E EASTGATE DR,COLUMBIA VILLAGE NO 05,1.7284,1.73,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,0.902,0.186,74,6.58,3,43.554735,-116.152813,21.8,LOT 1 BLK 5 COLUMBIA VILLAGE NO 5 SUB #96027948
R1582210240,2600 E EASTGATE DR,COVE EAST SUB NO 02,3.6272,3.63,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,0.918,0.228,74,6.58,3,43.55501,-116.151916,21.7,LOT 8 BLK 4 COVE EAST SUB NO 2
R1582200320,5100 S HOLCOMB RD,COVE EAST SUB NO 01,1.2212,1.22,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,0.999,0.64,74,6.58,3,43.556145,-116.1529,21.6,LOT 1 BLK 4 COVE EAST NO 1 SUB #9225590
R8221590460,8021 S SNOW BIRD AVE,SUNNYRIDGE SUB NO 01,1.5941,1.597,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,PC,Planned Community,master-plan (use TBD),2.597,0.824,154,1.59,1,43.529213,-116.102313,21.4,LOT 01  BLK 06 SUNNYRIDGE SUB PHASE #1
S1618428000,W MEMORY RD,2N 3E 18,9.0682,9.01,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,2.402,0.428,61,9.07,1,43.507666,-116.141629,21.3,PAR #8000 OF NW4SE4 SEC 18 2N 3E #310001-S #96093853
S1514110050,S EISENMAN RD,2N 2E 14,6.9559,6.96,,Ada County,M3,County Manufacturing M3,Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.251,0.712,62,8.36,2,43.515681,-116.178186,20.9,PAR #0050 POR N2NE4 SEC 14 2N 2E EISENMAN ROAD SUBSTATION #0025-S
S1611121375,E HWY 21,2N 3E 11,12.7192,37,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.519,0.513,47,12.72,1,43.529404,-116.062601,20.7,GOV LOT 1 EXC W 200' N & EXC HWY 21 SEC 11 2N 3E 352-73  211-46
S1514110075,S EISENMAN RD,2N 2E 14,1.401,1.403,,Ada County,M3,County Manufacturing M3,Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.319,0.551,62,8.36,2,43.514464,-116.178196,20.7,PAR #0075 POR N2NE4 SEC 14 2N 2E #0025-S
R8224270250,E ALTA RIDGE,SUPERIOR RIDGE SUB,5.0784,5.084,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,0.722,0.163,88,5.08,1,43.54319,-116.136918,20.6,LOT 25 BLK 1 SUPERIOR RIDGE SUB
S0932438612,4863 E GRAND FOREST DR,3N 3E 32,6.4868,6.497,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,1.451,0.73,75,6.49,1,43.546451,-116.122965,20.6,PAR #8612 @ S SIDE S2S2 SEC 32 3N 3E IN AUDIT DIST PARCEL A R/S 6829 #438610-S
S1607223026,8000 S FEDERAL WAY,2N 3E 07,4.9785,4.977,1300800,City of Boise,I-3,Boise Industrial (heavy),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.796,0.659,89,4.98,1,43.530249,-116.150058,20.4,PAR #3026 OF NW4NW4 SEC 7 2N 3E #223025 & VAC R/W N & ADJ #96007345
R1525780830,4511 E TANOAK DR,COLUMBIA VILLAGE NO 22,5.5077,5.51,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,1.161,0.59,84,5.51,1,43.544006,-116.128238,20.2,LOT 10 BLK 36 COLUMBIA VILLAGE NO 22
R4330110025,7475 S FEDERAL WAY,ISAACS CANYON SUB,1.0554,1.056,552000,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.56,0.636,95,4.27,3,43.533922,-116.154165,20.1,PAR #0025 OF LOTS 1 & 2 BLK 1 ISAACS CANYON SUB PARCEL A ROS 11273 IN TCA 01-6 #
R4330110055,7489 S FEDERAL WAY,ISAACS CANYON SUB,1.4105,1.412,809900,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.586,0.761,95,4.27,3,43.533512,-116.154076,20.1,PAR #0055 OF LOTS 2 & 3 BLK 1 ISAACS CANYON SUB PARCEL B ROS 11273 IN TCA 01-6 #
S1501449200,7533 S FEDERAL WAY,2N 2E 01,1.8078,1.81,946100,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.663,0.407,95,4.27,3,43.532323,-116.153818,19.9,PAR #9200 OF SE4SE4 SEC 1 2N 2E
S1525110500,E KUNA MORA RD,2N 2E 25,3.0082,3,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,3.781,0.198,59,9.8,2,43.487143,-116.156485,19.2,PAR #0500 OF NE4 NE4 SEC 25 2N 2E FORMER OSLRR R/W
S1630223000,E KUNA MORA RD,2N 3E 30,6.795,37.41,48600,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,3.918,0.521,59,9.8,2,43.485058,-116.153559,19.0,LOT 1 EXC R/W SEC 30 2N 3E #220000-B #7858585
R5983400030,432 N STRATA VIA PL,NATIVA TERRA SUB NO 05,1.963,1.968,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Buildable,Buildable (future growth),"development-ready, use TBD",4.597,0.705,111,2.99,2,43.608255,-116.152851,18.8,PAR #0030 POR LOT 14  BLK 04 IN TCA 01-5 NATIVA TERRA SUB #5
S1023417793,501 E BOISE AVE,3N 2E 23,7.7469,6.996,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,School,School,institutional,2.952,0.655,65,7.75,1,43.579963,-116.177502,18.8,PAR #7793 OF NE4SE4 AND VACATED R/W SEC 23 3N 2E #7792-C
R1179360210,2199 E SUMMERSWEET DR,BUSINESS PARK SUB NO 02,2.4411,2.44,1169100,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.393,0.725,124,2.44,1,43.546394,-116.155707,18.7,PAR#0210 POR LT 4 & 5 BLK 01 BUSINESS PARK SUB NO 02 PARCEL A R/S 4713 #0215-C #
S1611212445,9800 E HWY 21,2N 3E 11,5.0805,5.2,29100,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.184,0.784,58,10.09,2,43.530788,-116.069034,18.7,PAR #2445 OF N2NW4 SEC 11 2N 3E #121007 S #94084590 #94084589
R1013680005,W BOEING ST,BOISE IND FOUNDATION SUB NO 03,4.6211,4.66,1420900,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.642,0.412,69,6.86,2,43.564029,-116.194065,18.6,LOT 1 BLK 1 BOISE INDUSTRIAL FOUNDATION #3
S1602343740,SANDY POINT DR,2N 3E 02,5.0085,5.1,24000,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.224,0.714,58,10.09,2,43.531858,-116.067977,18.6,PAR #3740 OF SE4SW4 SEC 2 2N 3E
R2767200930,858 W MCGREGOR CT,FEDERAL WAY PARK,6.8447,6.85,2692000,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.654,0.643,70,6.84,1,43.567204,-116.190867,18.5,LOTS 8 & 9 BLK 1 FEDERAL WAY PARK SUB PARCEL A ROS 12410 #0820-0840-0920-0940-09
R5279760010,E SWEETWATER DR,LITTLETREE EAST SUB NO 01 (OREGON TRAIL),3.5537,3.556,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,1.001,0.234,101,3.55,1,43.555758,-116.146201,18.5,LOT 2 BLK 1 LITTLETREE EAST NO 1 SUB
R1013670221,ENTERPRISE ST,BOISE IND FOUNDATION SUB NO 02,2.2353,2.24,975700,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.716,0.699,69,6.86,2,43.563832,-116.196056,18.4,PAR # 0221 OF LOT 24 BOISE INDUSTRIAL FOUNDATION SUB NO 2
R3466000084,9035 S FEDERAL WAY,HARLAN SUB,1.1733,1.18,616800,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.505,0.286,93,4.44,3,43.520066,-116.148167,18.4,PAR#0084 POR OF LTS12-13 36-38 HARLAN SUB & VAC ST PARCEL A R/S 7859 #0082-S #31
R3466000098,9065 S FEDERAL WAY,HARLAN SUB,1.2744,1.27,663900,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.551,0.283,93,4.44,3,43.519411,-116.147894,18.3,PAR#0098 POR OF LTS13-14 34-36 HARLAN SUB & VAC ST PARCEL D R/S 7859 #0096-S
R3466000155,9177 S FEDERAL WAY,HARLAN SUB,1.9913,1.987,1038600,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.606,0.495,93,4.44,3,43.518699,-116.14693,18.2,LOT 16 & POR LOTS 17 & 31-33 & POR VAC ROW HARLAN SUB PARCEL A ROS 13963 #0151C 
R3695650040,2397 E GLOUCESTER PL,HOLCOMB GREEN SUB,2.06,2.063,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,1.596,0.774,94,4.37,2,43.564746,-116.153981,18.2,LOT 04 BLK 01 HOLCOMB GREEN SUB
S0930325635,3960 S HOLCOMB RD,3N 3E 30,2.306,2.309,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,1.593,0.212,94,4.37,2,43.564753,-116.15315,18.2,PAR #5635 @ SW COR OF NW4SW4 SEC 30 3N 3E #325620-B
S1607325700,8611 S FEDERAL WAY,2N 3E 07,3.4867,3.49,1824300,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.26,0.74,103,3.49,1,43.523566,-116.149117,18.0,PAR #5700 POR OF W2 SEC 7 2N 3E PARCEL A1 ROS 14689 #315054-S
R3220250015,6651 S EISENMAN RD,GOWEN BUSINESS PARK SUB NO 03,2.3481,2.351,1228900,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.736,0.781,125,2.35,1,43.54221,-116.165872,17.9,PAR #0015 OF LTS 1-3 BL 3 GOWEN BUSINESS PARK SUB NO 03 PARCEL D ROS 11128 #0010
R5983440020,363 N ALTO VIA CT,NATIVA TERRA SUB NO 09,1.8167,1.82,8600,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Buildable,Buildable (future growth),"development-ready, use TBD",4.531,0.806,146,1.82,1,43.607307,-116.151062,17.8,LOT 26 BLK 06 NATIVA TERRA SUB NO 09
R1525750011,E BRANIFF ST,COLUMBIA VILLAGE NO 01,1.905,1.904,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,0.692,0.79,139,1.91,1,43.551685,-116.152781,17.5,PAR#0011 OF LT 1 BLK 1 VAC R/W COLUMBIA VILLAGE NO 1
S0907447700,3920 E WILDHORSE LN,3N 3E 07,1.0523,1.053,177300,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Boise,Buildable,Buildable (future growth),"development-ready, use TBD",4.444,0.705,186,1.05,1,43.605041,-116.1355,17.2,PAR #7700 OF SE4SE4 SEC 7 3N 3E R/S #4070 #417800-S
R3219900060,1400 W EXCHANGE ST,GOWEN BUSINESS PARK SUB NO 01,1.5652,1.56,475700,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.766,0.687,156,1.57,1,43.544949,-116.165841,17.0,LOT 11 BLK 1 GOWEN BUSINESS PARK SUB NO 01
S1501449057,7678 S EISENMAN RD,2N 2E 01,1.4978,1.5,653400,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.743,0.218,158,1.5,1,43.532261,-116.158207,17.0,PAR #9057 OF SE4SE4 SEC 1 2N 2E #9058-B
S1502120615,E GOWEN RD,2N 2E 02,2.8178,2.823,1106700,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.391,0.718,115,2.82,1,43.544075,-116.178783,17.0,PAR #0615 OF NW4NE4 SEC 2 2N 3E       R/S #3804 #120610-S #96086243
S1513223000,S EISENMAN RD,2N 2E 13,3.8586,3.631,0,Ada County,M3,County Manufacturing M3,Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.049,0.181,98,3.86,1,43.515645,-116.170626,16.8,PAR #3000 OF N2 NW4 SEC 13 2N 2E RAILROAD R/W
R8226670030,5240 S SURPRISE WAY,SURPRISE VALLEY SUB NO 01,3.1782,3.181,0,City of Boise,R-1B,Boise Single-Family (medium lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,1.717,0.426,107,3.18,1,43.553721,-116.121159,16.7,LOT 3 BLK 1 SURPRISE VALLEY SUB PHASE I #97003960
S1515110010,S PLEASANT VALLEY RD,2N 2E 15,5.488,5.493,,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,2.875,0.774,86,5.49,1,43.515688,-116.195961,16.7,PAR #0010 POR OF NE4NE4 SEC 15 2N 2E #110000-S
S1602434000,E HWY 21,2N 3E 02,9.1018,36.77,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.766,0.401,60,9.1,1,43.531868,-116.057021,16.6,E2SW4SE4 & SE4SE4 ALL EXC N 330 FT SEC 2 2N 3E
S1611212565,STAGECOACH RD,2N 3E 11,5.0118,5.01,28100,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.222,0.613,64,8.04,2,43.527879,-116.069114,16.6,PAR #2565 OF NW4 SEC 11 2N 3E #121000-S #8343070 #8367165
R0830140250,S INTERCON WAY,BASALT BLUFFS SUB,2.4759,2.48,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,1.475,0.388,122,2.48,1,43.544844,-116.122069,16.5,LOT 25 BLK 01 BASALT BLUFFS SUB
S1611212547,STAGECOACH RD,2N 3E 11,3.0258,3.02,16900,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.269,0.395,64,8.04,2,43.527995,-116.068095,16.5,PAR #2547 OF NW4 SEC 11 2N 3E #212535-S #8343070 8367165
S0919325600,2441 S STARLITE LN,3N 3E 19,3.7931,3.78,541000,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.703,0.795,91,4.81,2,43.580849,-116.152581,16.4,PAR #5600 OF SE4 SEC 24 3N 2E & OF NW4SW4 SEC 19 3N 3E #314810 & 24141850-S
S0930417240,E BOISE AVE,3N 3E 30,3.0869,3.088,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,1.834,0.185,109,3.09,1,43.566075,-116.13661,16.4,PAR #7240 OF NE4SE4 SEC 30 3N 3E #417250 S #8711457
S1036223006,4627 S FEDERAL WAY,3N 2E 36,2.6358,2.639,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.598,0.319,119,2.64,1,43.560455,-116.169942,16.4,PAR #3006 OF NW4NW4 SEC 36 3N 2E #223004-B
R2855120010,2476 S STARLITE LN,FLANAGAN SUB,1.013,1.016,553700,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.747,0.624,91,4.81,2,43.581497,-116.151633,16.3,LOT 01 BLK 01 FLANAGAN SUB
S0933417700,E WARM SPRINGS AVE,3N 3E 33,4.6163,9.53,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Large Lot/Rural,Large Lot / Rural,low-density / rural,2.644,0.272,92,4.62,1,43.547338,-116.098964,16.3,PAR #7700 @ W SIDE OF GOVT LOTS 1 & 2 SEC 33 3N 3E R/S 6144 #417500-B
R1525680080,S CAPER PL,COLUMBIA VILLAGE NO 13,1.74,1.74,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,1.265,0.291,149,1.74,1,43.552526,-116.130797,16.2,LOT 73 BLK 7 COLUMBIA VILLAGE #13 #96027948
R0551610010,4707 S MARKET ST,ASSOCIATED FOODS SUB,3.508,3.497,1899700,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.192,0.775,102,3.51,1,43.559856,-116.187129,16.1,LOT 01 BLK 01 ASSOCIATED FOODS SUB
R1013610045,2107 W COMMERCE AVE,BOISE IND FOUNDATION SUB NO 01 AMD,5.4062,5.412,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,3.197,0.723,87,5.41,1,43.56322,-116.207739,16.0,LOTS 1 & 2 & 1/2 VAC ST ADJ BOISE INDUSTRIAL FOUND AMD PARCEL A ROS 13003 #0030-
R5983900170,E PARKRIVER DR,NATURES WOOD DUCK ISLAND NO 04,2.7045,2.706,0,City of Boise,R-1A,Boise Single-Family (large lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,1.96,0.186,117,2.7,1,43.570096,-116.15073,15.8,LOT 44 BLK 4 NATURES WOOD DUCK ISLAND #4 #94078483
S0929325625,E BOISE AVE,3N 3E 29,2.0025,2.005,,City of Boise,R-1A,Boise Single-Family (large lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,1.753,0.321,135,2.0,1,43.563079,-116.132289,15.5,PAR#5625 OF NEW YORK CANAL IN GOV LOT 06 SEC 29 3N 3E
R6933730315,8812 S EISENMAN RD,PATRICIA SUB,1.0804,1.059,461300,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.353,0.572,182,1.08,1,43.522147,-116.151144,15.4,LOT 03 BLK 01 EXC R/W PATRICIA SUB
R1013700050,6530 S BUSINESS WAY,BOISE IND FOUNDATION SUB NO 05,1.098,1.099,383000,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.419,0.505,180,1.1,1,43.543076,-116.179463,15.3,LOT 4 BLK 1 BOISE IND FOUNDATION SUB #5 #8660375
R8224640020,6615 S BUSINESS WAY,SUPPLY WAY PARK SUB,1.1826,1.184,412600,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.462,0.728,170,1.18,1,43.54209,-116.180392,15.3,LOT 2 BLK 1 SUPPLY WAY PARK SUB
S0929417200,5550 E WARM SPRINGS AVE,3N 3E 29,3.1643,3.28,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,School,School,institutional,2.509,0.53,108,3.16,1,43.566492,-116.114556,15.1,PAR #7200 OF NE4 SEC 29 3N 3E #S0929411250 R #96104782 #96089275
R1013670050,4465 S INDUSTRIAL ST,BOISE IND FOUNDATION SUB NO 02,3.7958,2.95,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,3.015,0.733,99,3.8,1,43.561955,-116.204555,14.8,LOT 7 BOISE INDUSTRIAL FOUNDATION SUB NO 2 #9219689
R5983870060,E BOISE AVE,NATURES WOOD DUCK ISLAND NO 01,1.3118,1.31,0,City of Boise,R-1A,Boise Single-Family (large lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,1.794,0.284,162,1.31,1,43.567414,-116.145884,14.7,LOT 3 BLK 1 NATURES WOOD DUCK ISLAND #1 #9342253
R8226700260,5995 S SURPRISE WAY,SURPRISE VALLEY SUB NO 04,1.7694,1.771,0,City of Boise,R-1B,Boise Single-Family (medium lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.014,0.23,148,1.77,1,43.546868,-116.111609,14.7,LOT 95 BLK 2 SURPRISE VALLEY SUB - PHASE 4 #98000038
S1035212500,211 E AMITY RD,3N 2E 35,1.8191,1.83,199300,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.051,0.542,144,1.82,1,43.55967,-116.183837,14.7,PAR #2500 OF NE4NW4 SEC 35 3N 2E PARCEL A  R/S 4143
S1611246550,9725 E DISCOVERY STATE PARK RD,2N 3E 11,6.6728,6.836,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.484,0.328,72,6.67,1,43.525883,-116.064381,14.7,PAR #6550 POR S2N2 SEC 11 2N 3E LYING S'LY HIGHWAY 21 #244200R  BOOK 211 PAGE 46
R5125640450,3620 S CROSSPOINT AVE,LAKEWOOD UNIT NO 14,2.1354,2.13,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.271,0.675,130,2.14,1,43.56958,-116.175277,14.6,LOT 13 BLK 6 LAKEWOOD UNIT NO 14 #8663246
S1027417250,S BROADWAY AVE,3N 2E 27,2.9285,3,392000,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.775,0.432,112,2.93,1,43.566754,-116.19456,14.4,PAR #7250 OF NE4SE4 SEC 27 3N 2E
R3577000035,3650 S HOLCOMB RD,HENSON ACRES,1.0097,1.01,685800,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,1.899,0.576,188,1.01,1,43.569208,-116.152562,14.2,LOT 7 HENSON ACRES #97055853
R1035130020,1790 S RIDGE POINT WAY,BOULDER HEIGHTS SUB NO 02,3.5581,3.566,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,3.216,0.412,100,3.56,1,43.588235,-116.14839,14.1,LOT 18 BLK 1 BOULDER HEIGHTS SUB #2
S1602243700,SANDY POINT DR,2N 3E 02,5.4944,5.48,25800,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.171,0.691,85,5.49,1,43.538913,-116.068003,14.1,PAR #3700 OF NW4 SEC 2 2N 3E
S1604110215,7099 E WARM SPRINGS AVE,2N 3E 04,2.4933,2.495,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Large Lot/Rural,Large Lot / Rural,low-density / rural,2.727,0.588,121,2.49,1,43.545074,-116.096936,14.0,PAR #0215 OF GOV LOT 1 SEC 04 2N 3E PARCEL B ROS 11611 IN TCA 233 #110212-R
R2767201030,3940 S FINDLEY AVE,FEDERAL WAY PARK,1.9785,1.986,825900,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.564,0.687,137,1.98,1,43.566862,-116.188881,13.9,PAR #1030 POR LOT 1 BLK 2 FEDERAL WAY PARK PARCEL L ROS 11937 #1020-C #1040-C
R2884050050,1465 E SHENANDOAH DR,FOOTHILLS EAST NO 06,4.4509,4.45,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.908,0.266,73,6.67,2,43.6117,-116.168129,13.9,LOT 36 BLK 12 FOOTHILLS EAST #6 #0040 0070 C
R2884060222,E DANMOR DR,FOOTHILLS EAST NO 07,2.2196,2.222,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.904,0.221,73,6.67,2,43.612106,-116.164003,13.9,PAR #0222 OF LOT 63 BLK 12 FOOTHILLS EAST NO 7 #0220B
R3482180010,5346 E QUARTERPATH CT,HARRIS RANCH SUB NO 04,2.2422,2.182,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.709,0.293,128,2.24,1,43.573016,-116.118583,13.8,LOT 07 BLK 29 HARRIS RANCH SUB NO 04
R7475830750,2071 S SILVERCREEK LN,RIVER RUN NO 04,1.7464,1.68,0,City of Boise,R-1B,Boise Single-Family (medium lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,3.089,0.792,113,2.92,2,43.585699,-116.162344,13.7,LOT 1 BLK 2 RIVER RUN PHASE 4 #9247591
R7475830170,2030 S SILVERCREEK LN,RIVER RUN NO 04,1.1774,1.11,0,City of Boise,R-1B,Boise Single-Family (medium lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,3.196,0.289,113,2.92,2,43.587024,-116.164135,13.5,LOT 9 BLK 1 RIVER RUN PHASE 4 #9247591
