account,situs,subdivision,acres,assessor_acres,total_value,jurisdiction,zone_code,zone_plain,zone_category,mf_threat,bucket,flu_source,flu_designation,flu_plain,flu_intent,dist_mi,compactness,contig_group,contig_group_acres,contig_group_parcels,lat,lon,interest,legal
S1035120700,S MARKET ST,3N 2E 35,1.4153,2.5,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.927,0.539,4,595.95,24,43.557406,-116.183031,133.1,PAR #0700 OF NW4NE4 SEC 35 3N 2E
S1502315005,S SUPPLY WAY,2N 2E 02,36.0301,36.26,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,1.936,0.434,1,4570.3,77,43.539585,-116.189747,133.1,PAR #5005 SEC 2 2N 2E #243000 314800 230500-C #315000-B
S1502331100,S SUPPLY WAY,2N 2E 02,79.8116,80,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,1.953,0.699,1,4570.3,77,43.533254,-116.188386,133.1,S2SW4 SEC 2 2N 2E #8965893
S1511212000,W COLUMBIA RD,2N 2E 11,10.5166,10,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,1.958,0.785,1,4570.3,77,43.53049,-116.187077,133.1,NW4NE4NW4 SEC 11 2N 2E #8739694
S1511213000,W COLUMBIA RD,2N 2E 11,19.6946,20,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,1.957,0.694,1,4570.3,77,43.52865,-116.18585,133.1,S2NE4NW4 SEC 11 2N 2E #8739697 98
S1035314800,220 W GOWEN RD,3N 2E 35,125.0351,125,0,City of Boise,I-2,Boise Industrial (general),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,1.985,0.74,4,595.95,24,43.55154,-116.188456,133.0,PAR #4800 OF SW4 SEC 35 3N 2E
S1502230135,W GOWEN RD,2N 2E 02,8.086,8.19,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,2.061,0.454,1,4570.3,77,43.541356,-116.192345,132.9,PAR #0135 OF SW4NW4 SEC 2 2N 2E #0100-S #0110-S #9121507
S1513110500,9605 S EISENMAN RD,2N 2E 13,155.1398,155.03,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.035,0.457,6,449.78,25,43.512671,-116.157773,132.9,PAR #0500 OF NE4 SEC 13 2N 2E & OF NW4NW4 SEC 18 2N 3E PARCEL E R/S 12661 #11001
S1035233600,4815 S MARKET ST,3N 2E 35,81.3308,80,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,2.085,0.699,4,595.95,24,43.555196,-116.188463,132.8,S2NW4 SEC 35 3N 2E
S1511223000,W COLUMBIA RD,2N 2E 11,41.0477,40,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.132,0.785,1,4570.3,77,43.530489,-116.190836,132.7,NW4NW4 SEC 11 2N 2E #220000-S
R1013770250,W GOWEN RD,BOISE STORAGE TERMINAL SUB,5.2408,5.25,1715200,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.207,0.513,4,595.95,24,43.54892,-116.194144,132.6,LOT 1 BOISE STORAGE TERMINAL SUB
S1618244250,S FEDERAL WAY,2N 3E 18,1.8762,1.867,0,Ada County,M3,County Manufacturing M3,Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.179,0.294,7,338.2,5,43.51045,-116.145712,132.6,PAR #4250 OF SE4NW4 SEC 18 2N 3E #241000-S #96093853
S1618244300,11049 S EISENMAN RD,2N 3E 18,2.9153,2.967,29700,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.177,0.55,6,449.78,25,43.510276,-116.148862,132.6,PAR #4300 OF SE4NW4 SEC 18 2N 3E #241000-B
S1503120005,W LAKE HAZEL RD,2N 2E 03,80.5105,205.04,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,2.244,0.706,1,4570.3,77,43.539593,-116.195905,132.5,"PAR #0005 OF LOTS 2, 3 & 4 SE4NE4 NE4SE4 SEC 3 2N 2E #120000-B"
S1617212400,E COLUMBIA RD,2N 3E 17,159.0591,160,20908800,City of Boise,I-3,Boise Industrial (heavy),Industrial / Business Park,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,2.265,0.785,3,1305.42,35,43.513016,-116.129377,132.5,PAR #2400 NW4 SEC 17 2N 3E #210000-S 220000-S
S1503110300,1200 W LAKE HAZEL LN,2N 2E 03,8.1376,8.129,2478700,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.3,0.349,1,4570.3,77,43.544172,-116.196993,132.4,PAR #0300 @ CTR GOV LOT 01 SEC 3 2N 2E PARCEL 7 R/S 8286 #111105-S
S1503111017,1333 W LAKE HAZEL LN,2N 2E 03,7.7619,7.77,,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.306,0.439,1,4570.3,77,43.54518,-116.196989,132.4,PAR #1017 POR GOV LOT 01 SEC 03 2N 2E #111016-B
S1503449000,W COLUMBIA RD,2N 2E 03,40.0843,40,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,2.312,0.785,1,4570.3,77,43.533253,-116.195847,132.4,SE4SE4 SEC 3 #8965893 #441150-S
S1618314900,S EISENMAN RD,2N 3E 18,3.0935,3.097,1079200,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,,,(no FLU),n/a,2.293,0.749,7,338.2,5,43.508716,-116.146532,132.4,PAR #4900 OF NE4SW4 SEC 18 2N 3E #310001-B
R1013770750,W GOWEN RD,BOISE STORAGE TERMINAL SUB,6.4239,6.432,2941900,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.37,0.7,4,595.95,24,43.549323,-116.197357,132.3,LOT 3 BOISE STORAGE TERMINAL SUB
S1035223399,COMMERCE AVE,3N 2E 35,6.3141,6.05,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.356,0.344,4,595.95,24,43.55779,-116.192696,132.3,PAR #3399 OF NW4NW4 SEC 35 3N 2E
S1503111120,W AIRPORT WAY,2N 2E 03,7.4024,7.44,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,2.338,0.438,1,4570.3,77,43.543388,-116.19782,132.3,PAR #1120 OF LOT 1 SEC 3 2N 2E #111100-S #9121507
R1013690110,4801 S PRODUCTION AVE,BOISE IND FOUNDATION SUB NO 04,2.6167,2.63,1374800,City of Boise,I-2,Boise Industrial (general),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.459,0.725,4,595.95,24,43.558763,-116.194305,132.1,PAR #0110 OF LOT 2 BOISE INDUSTRIAL FOUNDATION SUB #4
S1034110010,W GOWEN RD,3N 2E 34,18.311,20,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,2.496,0.655,4,595.95,24,43.55758,-116.195982,132.0,PAR #0010 OF NE4NE4 SEC 34 3N 2E
S1503420500,W LAKE HAZEL RD,2N 2E 03,40.2856,40,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,2.511,0.785,1,4570.3,77,43.536876,-116.200873,132.0,NW4SE4 SEC 3 2N 2E #8730899
S1510100000,S PLEASANT VALLEY RD,2N 2E 10,160.8137,160,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.506,0.785,1,4570.3,77,43.529582,-116.198341,132.0,NE4 SEC 10 2N 2E #98080094
S1618315010,S FEDERAL WAY,2N 3E 18,40.4824,39.434,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,2.51,0.31,7,338.2,5,43.50572,-116.144655,132.0,PAR #5010 @ CTR OF S2 SEC 18 2N 3E #315010-B
S1034131200,W GOWEN RD,3N 2E 34,80.9029,80,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,2.544,0.699,4,595.95,24,43.555202,-116.198477,131.9,S2NE4 SEC 34 3N 2E
S1034438500,W GOWEN RD,3N 2E 34,21.8888,21.92,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,2.561,0.757,1,4570.3,77,43.547306,-116.201759,131.9,PAR #8500 OF SW4SE4 SO GOWEN FIELD RD SEC 34 3N 2E
S1503430000,W LAKE HAZEL RD,2N 2E 03,40.2545,40,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,2.554,0.785,1,4570.3,77,43.533242,-116.200834,131.9,SW4SE4 SEC 3 2N 2E #8730899
S1617120000,E COLUMBIA RD,2N 3E 17,79.6032,80,10454400,City of Boise,I-3,Boise Industrial (heavy),Industrial / Business Park,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,2.568,0.698,3,1305.42,35,43.511218,-116.121942,131.9,W2NE4 SEC 17 2N 3E
S1034120600,W GOWEN RD,3N 2E 34,12.0397,12.33,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,2.681,0.779,4,595.95,24,43.558124,-116.199727,131.6,PAR #0600 OF NW4NE4 SEC 34 3N 2E
S1034120605,4661 S ENTERPRISE ST,3N 2E 34,2.9876,3,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.742,0.612,4,595.95,24,43.559904,-116.199877,131.5,PAR #0605 OF NW4NE4 SEC 34 3N 2E #96022494
S1503130000,W AIRPORT WAY,2N 2E 03,122.2687,120,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,2.742,0.594,1,4570.3,77,43.540533,-116.205914,131.5,SW4NE4 S2NW4 SEC 3 2N 2E
S1034120810,4659 S ENTERPRISE ST,3N 2E 34,1.7741,1.74,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.795,0.521,4,595.95,24,43.559472,-116.20137,131.4,PAR #0810 OF NW4NE4 SEC 34 3N 2E #96022494
S1034120900,W GOWEN RD,3N 2E 34,7.9015,8,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,2.775,0.674,4,595.95,24,43.558127,-116.201792,131.4,PAR #0900 OF W2NW4NE4 SEC 34 3N 2E
S1503340000,W LAKE HAZEL RD,2N 2E 03,40.4102,40,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,2.798,0.785,1,4570.3,77,43.533232,-116.205821,131.4,SE4SW4 SEC 3 2N 2E #8761585
S1034120999,4953 S INDUSTRIAL ST,3N 2E 34,10.7254,10,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,2.833,0.49,4,595.95,24,43.558128,-116.203043,131.3,PAR #0999 OF NW4NE4 SEC 34 3N 2E
S1619120600,S HOLCOMB RD,2N 3E 19,56.4538,0,,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,2.857,0.669,7,338.2,5,43.501041,-116.141083,131.3,PAR #0600 POR N2 NE4 SEC 19 2N 3E #110000-S PARCEL 4
S1034336500,2501 W GOWEN RD,3N 2E 34,89.2524,89.338,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,2.898,0.707,1,4570.3,77,43.547685,-116.20848,131.2,POR #6500 POR SW4 SEC 34 3N 2E #200000-B
S1503314800,W LAKE HAZEL RD,2N 2E 03,81.0361,80,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,2.882,0.7,1,4570.3,77,43.536881,-116.208357,131.2,N2SW4 SEC 3  2N 2E #8965893 #331000 S
S1510210000,S PLEASANT VALLEY RD,2N 2E 10,80.2564,80,104000,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.902,0.698,1,4570.3,77,43.52777,-116.205836,131.2,E2NW4 SEC 10 2N 2E
S0919110520,S TRENT POINT WAY,3N 3E 19,53.1439,53.21,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,3.011,0.306,12,159.34,6,43.583857,-116.135807,131.0,PAR #0520 OF N2 SEC 19 3N 3E #110500-S
S1603233000,E HWY 21,2N 3E 03,96.2847,218.94,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,2.988,0.362,2,1678.71,21,43.534735,-116.092329,131.0,LOTS 5 6 7 8 9 10 11 12 SEC 3 2N 3E
S1503336000,W LAKE HAZEL RD,2N 2E 03,40.5721,40,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,3.043,0.785,1,4570.3,77,43.533221,-116.210807,130.9,SW4SW4 SEC 3  2N 2E #S1503310000-B #9005165
S1510220000,S PLEASANT VALLEY RD,2N 2E 10,80.1687,80,104000,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,3.139,0.698,1,4570.3,77,43.527756,-116.210822,130.7,W2NW4 SEC 10 2N 2E
S1510300000,S PLEASANT VALLEY RD,2N 2E 10,160.5491,160,0,City of Boise,A-2,Boise Open Land/Ag,Agricultural / Rural,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,3.219,0.785,1,4570.3,77,43.520511,-116.208404,130.6,SW4 SEC 10 2N 2E #9054442-39
S0919110300,1622 S STONE RIDGE WAY,3N 3E 19,20.4808,20.49,,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,3.231,0.608,12,159.34,6,43.587647,-116.138947,130.5,PAR #0300 OF NE4 IN TCA 01-6 SEC 19 3N 3E #110585-S
S0919110590,S STONE RIDGE WAY,3N 3E 19,24.5322,24.545,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,3.252,0.756,12,159.34,6,43.587459,-116.135831,130.5,PAR #0590 OF NE4 NE4 SEC 19 3N 3E #110575-S
S1504110000,W LAKE HAZEL RD,2N 2E 04,82.1994,81.7,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,3.243,0.696,1,4570.3,77,43.542432,-116.215941,130.5,GOV'T LOT 1 & SE4NE4 SEC 4 2N 2E
S1504449345,W COLUMBIA RD,2N 2E 04,10.3185,10,43300,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,3.259,0.503,1,4570.3,77,43.533222,-116.215197,130.5,W2E2SE4SE4 SEC 4 2N 2E #438750-S
S1616110000,E COLUMBIA RD,2N 3E 16,558.2457,560,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,3.231,0.543,5,558.25,1,43.509425,-116.104569,130.5,E2N4E SW4NE4 NW4NW4 S2NW4 S2 SEC 16 2N 3E
S1610212455,E COLUMBIA RD,2N 3E 10,23.9312,23.886,149400,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,3.336,0.423,2,1678.71,21,43.528532,-116.087129,130.3,PAR #2455 @ S SIDE NE4NW4 SEC 10 2N 3E #212452-B
S0918438860,S STONE RIDGE WAY,3N 3E 18,7.6909,7.696,,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,3.4,0.605,12,159.34,6,43.590293,-116.140218,130.2,PAR #8860 OF SW4SE4 IN TCA 01-5 SEC 18 3N 3E #438850-R
S1504417200,W GOWEN RD,2N 2E 04,82.2899,80,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,3.388,0.698,1,4570.3,77,43.536021,-116.218385,130.2,N2SE4 SEC 4 2N 2E #400000-B #8855617-20
S1610244250,E COLUMBIA RD,2N 3E 10,40.0149,40.06,316500,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,3.412,0.804,2,1678.71,21,43.524869,-116.087186,130.2,PAR #4250 OF SE4NW4 & OF SW4NE4 SEC 10 2N 3E PAR B R/S 8925 #131300-C #241251-C
S0918449050,S TRENT POINT WAY,3N 3E 18,28.7408,29.57,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,3.432,0.585,12,159.34,6,43.59028,-116.136707,130.1,PAR #9050 @ SE COR SE4SE4 SEC 18 3N 3E #449100-B
S1504120000,W LAKE HAZEL RD,2N 2E 04,40.9518,41.27,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,3.499,0.785,1,4570.3,77,43.544292,-116.220979,130.0,GOV'T LOT 2 SEC 4 2N 2E
S1504123000,W LAKE HAZEL RD,2N 2E 04,41.1149,40,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,3.494,0.785,1,4570.3,77,43.540607,-116.220947,130.0,SW4NE4 SEC 4 2N 2E
R1035190140,3291 E BIRDSONG CT,BOULDER HEIGHTS ESTATES SUB NO 05,24.7468,24.798,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,3.531,0.211,12,159.34,6,43.592112,-116.139339,129.9,LOT 05 BLK 07 BOULDER HEIGHTS EST SUB NO 05
S1033200000,4466 W GOWEN RD,3N 2E 33,171.9329,520,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,3.546,0.391,1,4570.3,77,43.550392,-116.22098,129.9,N2 NE4SW4 SE4 SEC 33 3N 2E
S1610131400,E COLUMBIA RD,2N 3E 10,17.4758,17.498,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,3.574,0.566,2,1678.71,21,43.524869,-116.083744,129.9,PAR #1400 OF W2SW4NE4 & OF NW4NW4SE4  SEC 10  2N 3E #131200-S
S1619417300,S HOLCOMB RD,2N 3E 19,236.2908,0,,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,3.533,0.762,7,338.2,5,43.491333,-116.139344,129.9,PAR #7300 OF E2 SEC 19 2N 3E #130000-C #417200-C PARCEL 3
S1504438550,S PLEASANT VALLEY RD,2N 2E 04,10.3115,10,43300,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,3.633,0.503,1,4570.3,77,43.533261,-116.222787,129.7,PAR #8550 OF SW4SE4 SEC 4 2N 2E #400000-S
S1610131251,8726 E PLEXI DR,2N 3E 10,61.8514,61.92,357600,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,3.692,0.418,2,1678.71,21,43.524873,-116.08126,129.6,PAR #1251 OF SW4NE4 & N2N2SE4 SEC 10 2N 3E #0010 THROUGH 0120-C
S1033341000,S PLEASANT VALLEY RD,3N 2E 33,20.1131,20,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,3.729,0.595,1,4570.3,77,43.548687,-116.225041,129.5,E 25A OF SE4SW4 EXC 5A IN SW COR SEC 33  3N 2E #8725994
S1033343075,W GOWEN RD,3N 2E 33,4.9956,5,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,3.754,0.774,1,4570.3,77,43.546868,-116.225826,129.5,SW 5A OF E 25A OF SE4SW4 SEC 33  3N 2E
S1610110000,E HWY 21,2N 3E 10,103.4367,98.88,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,3.816,0.584,2,1678.71,21,43.52751,-116.077583,129.4,NE4 EXC SW4NE4 SEC 10 2N 3E
S1504212405,S PLEASANT VALLEY RD,2N 2E 04,162.0866,161.27,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,3.873,0.785,1,4570.3,77,43.544298,-116.228448,129.3,GOVERNMENT LOTS 3-4 S2 NW4 SEC 4 04 2N 2E #8939635
S1610427900,E COLUMBIA RD,2N 3E 10,39.8111,50,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,3.867,0.502,2,1678.71,21,43.518474,-116.080988,129.3,NE4NE4SW4 S2NW4SE4 E2SW4SE4 SEC 10 2N 3E #310000-S #8424554
S1509438400,S PLEASANT VALLEY RD,2N 2E 09,40.7423,40,880000,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,3.841,0.785,1,4570.3,77,43.518714,-116.221001,129.3,SW4SE4 SEC 9  2N 2E 200000-S
S1504311000,S PLEASANT VALLEY RD,2N 2E 04,40.369,40,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,3.876,0.507,1,4570.3,77,43.537879,-116.22841,129.2,N2N2SW4 SEC 4 2N 2E #94088985
S1033331000,S PLEASANT VALLEY RD,3N 2E 33,40.5053,40,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,3.931,0.785,1,4570.3,77,43.548689,-116.229108,129.1,E 25A OF SW4SW4 W 15A OF SE4SW4 SEC 33 3N 2E #8965893
S1033320000,W GOWEN RD,3N 2E 33,38.7001,38.74,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,4.04,0.778,1,4570.3,77,43.550925,-116.230861,128.9,NW4SW4 NW4 SEC 33 3N 2E
S1610440000,E COLUMBIA RD,2N 3E 10,39.8779,40,168000,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.037,0.785,2,1678.71,21,43.518471,-116.077264,128.9,SE4SE4 SEC 10 2N 3E
S1522210000,W AMYX LN,2N 2E 22,80.1505,80,1874600,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,,,(no FLU),n/a,4.05,0.699,1,4570.3,77,43.500551,-116.208731,128.9,N2NW4 SEC 22 2N 2E
S1033322125,S PLEASANT VALLEY RD,3N 2E 33,13.8292,15,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,4.094,0.598,1,4570.3,77,43.547975,-116.232481,128.8,W 15A OF SW4SW4 EXC R/W SEC 33 3N 2E #99053488
S1615110010,E COLUMBIA RD,2N 3E 15,29.9644,30,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.171,0.589,2,1678.71,21,43.514849,-116.076639,128.7,N2NE4NE4 SE4NE4NE4 SEC 15 2N 3E #110050-S #8424554
S1032449500,S PLEASANT VALLEY RD,3N 2E 32,8.5579,9.4,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.208,0.784,1,4570.3,77,43.547106,-116.2349,128.6,SE4SE4SE4 SEC 32 3N 2E #444000 R
S1509336000,9400 S PLEASANT VALLEY RD,2N 2E 09,82.1748,82.26,1809700,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,,,(no FLU),n/a,4.191,0.693,1,4570.3,77,43.518746,-116.22863,128.6,PAR #6000 OF S2SW4 SEC 9 2N 2E    R/ 929 #330000 & 331000-C
S1611330000,E HWY 21,2N 3E 11,39.7949,40,296800,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.267,0.785,2,1678.71,21,43.518474,-116.072298,128.5,SW4SW4 SEC 11 2N 3E
S1516110000,9501 S PLEASANT VALLEY RD,2N 2E 16,652.8902,640,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,,,(no FLU),n/a,4.254,0.784,1,4570.3,77,43.509663,-116.223672,128.5,SEC 16 2N 2E
S1522230000,W AMYX LN,2N 2E 22,79.9563,80,1760000,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,,,(no FLU),n/a,4.232,0.7,1,4570.3,77,43.496918,-116.208772,128.5,S2NW4 SEC 22 2N 2E
S1032417200,S PLEASANT VALLEY RD,3N 2E 32,39.2476,37.5,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.304,0.785,1,4570.3,77,43.551617,-116.236058,128.4,NE4SE4 EXC E 40' FOR ROAD SEC 32 3N 2E #410000 R
S1032449000,S PLEASANT VALLEY RD,3N 2E 32,28.7523,29.4,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.277,0.605,1,4570.3,77,43.548056,-116.236151,128.4,N2SE4SE4  SW4SE4SE4 SEC 32  3N 2E #441000 R #8965893
